																
CAMPANA ÓPTIMA BÁSICA MURAL	ANCHO		FONDO 800				FONDO 1000				FONDO 1200					
		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO				
	3400	6	CELWBM3480	2.191,46 €			CELWBM3410	2.433,19 €			CELWBM3412	2.656,11 €			CELWBM3414	2.956,42 €
	3500	7	CELWBM3580	2.294,96 €			CELWBM3510	2.514,38 €			CELWBM3512	2.744,01 €			CELWBM3514	3.052,81 €
	3600	6	CELWBM3680	2.577,81 €			CELWBM3610	2.810,76 €			CELWBM3612	3.057,26 €			CELWBM3614	3.370,57 €
	3700	7	CELWBM3780	2.369,04 €			CELWBM3710	2.606,24 €			CELWBM3712	2.835,07 €			CELWBM3714	3.148,64 €
	3900	7	CELWBM3980	2.491,46 €			CELWBM3910	2.768,54 €			CELWBM3912	3.056,03 €			CELWBM3914	3.435,17 €
	4000	8	CELWBM4080	2.536,67 €			CELWBM4010	2.763,53 €			CELWBM4012	2.992,44 €			CELWBM4014	3.313,08 €
	4200	8	CELWBM4280	2.615,20 €			CELWBM4210	2.845,93 €			CELWBM4212	3.090,13 €			CELWBM4214	3.427,23 €
	4400	8	CELWBM4480	2.692,36 €			CELWBM4410	2.922,00 €			CELWBM4412	2.959,26 €			CELWBM4414	3.528,39 €
	4500	9	CELWBM4580	2.768,33 €			CELWBM4510	3.039,19 €			CELWBM4512	3.279,08 €			CELWBM4514	3.606,31 €
	4600	8	CELWBM4680	3.018,56 €			CELWBM4610	3.338,18 €			CELWBM4612	3.643,62 €			CELWBM4614	4.031,05 €
	4700	9	CELWBM4780	2.845,49 €			CELWBM4710	3.115,25 €			CELWBM4712	3.372,29 €			CELWBM4714	3.707,47 €
	4900	9	CELWBM4980	3.147,91 €			CELWBM4910	3.487,13 €			CELWBM4912	3.810,72 €			CELWBM4914	4.208,55 €
	5000	10	CELWBM5080	2.984,59 €			CELWBM5010	3.292,76 €			CELWBM5012	3.530,71 €			CELWBM5014	3.867,81 €
	5100	9	CELWBM5180	3.221,99 €			CELWBM5110	3.578,99 €			CELWBM5112	3.901,78 €			CELWBM5114	4.304,38 €
	5200	10	CELWBM5280	3.368,74 €			CELWBM5210	3.676,39 €			CELWBM5212	3.990,74 €			CELWBM5214	4.401,59 €
	5400	10	CELWBM5480	3.389,62 €			CELWBM5410	3.736,28 €			CELWBM5412	4.059,15 €			CELWBM5414	4.468,82 €
	5500	11	CELWBM5580	3.498,09 €			CELWBM5510	3.825,35 €			CELWBM5512	4.157,84 €			CELWBM5514	4.579,09 €
	5600	10	CELWBM5680	3.466,78 €			CELWBM5610	3.812,35 €			CELWBM5612	4.152,36 €			CELWBM5614	4.569,98 €
	5700	11	CELWBM5780	3.572,17 €			CELWBM5710	3.917,20 €			CELWBM5712	4.248,90 €			CELWBM5714	4.674,93 €
	5900	11	CELWBM5980	3.654,46 €			CELWBM5910	3.986,98 €			CELWBM5912	4.350,98 €			CELWBM5914	4.680,79 €
	6000	12	CELWBM6080	3.739,80 €			CELWBM6010	4.074,49 €			CELWBM6012	4.406,27 €			CELWBM6014	4.839,37 €
																
CAMPANA LOW BASICA CENTRAL	ANCHO		FONDO 1400				FONDO 1800				FONDO 2200				FONDO 2500	
		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
	1200	4	CELWBC1214	1.596,48 €			CELWBC1218	1.652,97 €			CELWBC1222	1.992,26 €			CELWBC1225	2.074,52 €
	1500	6	CELWBC1514	1.847,46 €			CELWBC1518	1.944,62 €			CELWBC1522	2.328,43 €			CELWBC1525	2.425,05 €
	1700	6	CELWBC1714	1.947,50 €			CELWBC1718	2.084,81 €			CELWBC1722	2.475,11 €			CELWBC1725	2.577,26 €
	2000	8	CELWBC2014	2.250,33 €			CELWBC2018	2.373,11 €			CELWBC2022	2.769,89 €			CELWBC2025	2.892,17 €
	2200	8	CELWBC2214	2.324,47 €			CELWBC2218	2.449,97 €			CELWBC2222	2.880,17 €			CELWBC2225	3.004,26 €
	2400	8	CELWBC2414	2.868,49 €			CELWBC2418	3.064,73 €			CELWBC2422	3.532,09 €			CELWBC2425	3.686,04 €
	2500	10	CELWBC2514	2.592,48 €			CELWBC2518	2.794,72 €			CELWBC2522	3.202,28 €			CELWBC2525	3.363,00 €
	2700	10	CELWBC2714	3.134,60 €			CELWBC2718	3.373,84 €			CELWBC2722	3.894,56 €			CELWBC2725	4.067,06 €
	2900	10	CELWBC2914	3.241,60 €			CELWBC2918	3.526,41 €			CELWBC2922	4.060,55 €			CELWBC2925	4.239,47 €
	3000	12	CELWBC3014	3.370,47 €			CELWBC3018	3.648,03 €			CELWBC3022	4.204,44 €			CELWBC3025	4.387,10 €
	3200	12	CELWBC3214	3.477,47 €			CELWBC3218	3.800,60 €			CELWBC3222	4.370,43 €			CELWBC3225	4.559,50 €
	3400	12	CELWBC3414	3.570,53 €			CELWBC3418	3.928,41 €			CELWBC3422	4.497,79 €			CELWBC3425	4.691,52 €
	3500	14	CELWBC3514	3.790,02 €			CELWBC3518	4.104,30 €			CELWBC3522	4.686,30 €			CELWBC3525	4.908,72 €
	3600	12	CELWBC3614	4.140,51 €			CELWBC3618	4.476,49 €			CELWBC3622	5.071,93 €			CELWBC3625	5.297,57 €
	3700	14	CELWBC3714	3.883,08 €			CELWBC3718	4.232,10 €			CELWBC3722	4.813,65 €			CELWBC3725	5.086,61 €
	3900	14	CELWBC3914	4.044,36 €			CELWBC3918	4.471,34 €			CELWBC3922	5.169,12 €			CELWBC3925	5.423,41 €
	4000	16	CELWBC4014	4.176,19 €			CELWBC4018	4.505,01 €			CELWBC4022	5.087,35 €			CELWBC4025	5.321,34 €
	4200	16	CELWBC4214	4.251,68 €			CELWBC4218	4.588,07 €			CELWBC4222	5.201,99 €			CELWBC4225	5.431,85 €
	4400	16	CELWBC4414	4.324,49 €			CELWBC4418	4.658,74 €			CELWBC4422	5.307,90 €			CELWBC4425	5.545,52 €
	4500	18	CELWBC4514	4.533,39 €			CELWBC4518	4.948,21 €			CELWBC4522	5.553,93 €			CELWBC4525	5.849,35 €
	4600	16	CELWBC4614	4.864,63 €			CELWBC4618	5.370,01 €			CELWBC4622	6.083,23 €			CELWBC4625	6.353,73 €
	4700	18	CELWBC4714	4.606,20 €			CELWBC4718	5.018,88 €			CELWBC4722	5.659,83 €			CELWBC4725	5.963,02 €
	4900	18	CELWBC4914	5.100,50 €			CELWBC4918	5.644,20 €			CELWBC4922	6.393,11 €			CELWBC4925	6.673,77 €
	5000	20	CELWBC5014	4.860,49 €			CELWBC5018	5.348,23 €			CELWBC5022	5.952,13 €			CELWBC5025	6.263,01 €
	5100	18	CELWBC5114	5.193,57 €			CELWBC5118	5.772,01 €			CELWBC5122	6.520,47 €			CELWBC5125	6.805,78 €
	5200	20	CELWBC5214	5.480,01 €			CELWBC5218	5.962,00 €			CELWBC5222	6.693,88 €			CELWBC5225	7.017,85 €
	5400	20	CELWBC5414	5.486,68 €			CELWBC5418	6.044,92 €			CELWBC5422	6.794,16 €			CELWBC5425	7.086,39 €
	5500	22	CELWBC5514	5.715,88 €			CELWBC5518	6.236,19 €			CELWBC5522	7.003,76 €			CELWBC5525	7.337,89 €
	5600	20	CELWBC5614	5.559,49 €			CELWBC5618	6.115,59 €			CELWBC5622	6.900,07 €			CELWBC5625	7.200,05 €
	5700	22	CELWBC5714	5.808,95 €			CELWBC5718	6.364,00 €			CELWBC5722	7.131,11 €			CELWBC5725	7.469,91 €
	5900	22	CELWBC5914	5.865,51 €			CELWBC5918	6.396,12 €			CELWBC5922	7.228,67 €			CELWBC5925	7.560,49 €
	6000	24	CELWBC6014	6.102,06 €			CELWBC6018	6.636,91 €			CELWBC6022	7.404,81 €			CELWBC6025	7.750,51 €
																
CAMPANA LOW INTEGRAL MURAL	ANCHO		FONDO 800				FONDO 1000				FONDO 1200				FONDO 1400	
		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
	1000	2	CELWIM1080	962,17 €			CELWIM1010	1.036,74 €			CELWIM1012	1.124,43 €			CELWIM1014	1.259,06 €
	1200	2	CELWIM1280	1.063,61 €			CELWIM1210	1.148,71 €			CELWIM1212	1.243,66 €			CELWIM1214	1.379,09 €
	1500	3	CELWIM1580	1.232,10 €			CELWIM1510	1.338,01 €			CELWIM1512	1.454,92 €			CELWIM1514	1.615,93 €
	1700	3	CELWIM1780	1.322,55 €			CELWIM1710	1.449,01 €			CELWIM1712	1.568,38 €			CELWIM1714	1.725,33 €
	2000	4	CELWIM2080	1.526,53 €			CELWIM2010	1.645,55 €			CELWIM2012	1.767,21 €			CELWIM2014	1.929,45 €
	2200	4	CELWIM2280	1.614,53 €			CELWIM2210	1.734,95 €			CELWIM2212	1.872,59 €			CELWIM2214	2.044,31 €
	2400	4	CELWIM2480	1.996,80 €			CELWIM2410	2.155,82 €			CELWIM2412	2.322,54 €			CELWIM2414	2.503,72 €
	2500	5	CELWIM2580	1.787,31 €			CELWIM2510	1.946,99 €			CELWIM2512	2.072,33 €			CELWIM2514	2.235,52 €
	2700	5	CELWIM2780	2.173,03 €			CELWIM2710	2.354,06 €			CELWIM2712	2.547,26 €			CELWIM2714	2.774,05 €
	2900	5	CELWIM2980	2.267,04 €			CELWIM2910	2.471,39 €			CELWIM2912	2.670,61 €			CELWIM2914	2.887,01 €
	3000	6	CELWIM3080	2.333,79 €			CELWIM3010	2.534,42 €			CELWIM3012	2.745,06 €			CELWIM3014	2.977,41 €
	3200	6	CELWIM3280	2.427,80 €			CELWIM3210	2.651,76 €			CELWIM3212	2.868,42 €			CELWIM3214	3.090,37 €
	3400	6	CELWIM3480	2.514,69 €			CELWIM3410	2.756,42 €			CELWIM3412	2.971,99 €			CELWIM3414	3.196,20 €
	3500	7	CELWIM3580	2.636,75 €			CELWIM3510	2.856,17 €			CELWIM3512	3.078,03 €			CELWIM3514	3.308,07 €
	3600	6	CELWIM3680	2.929,99 €			CELWIM3610	3.162,94 €			CELWIM3612	3.401,43 €			CELWIM3614	3.628,35 €
	3700	7	CELWIM3780	2.723,64 €			CELWIM3710	2.960,83 €			CELWIM3712	3.181,60 €			CELWIM3714	3.413,89 €
	3900	7	CELWIM3980	2.856,22 €			CELWIM3910	3.133,30 €			CELWIM3912	3.412,50 €			CELWIM3914	3.703,47 €
	4000	8	CELWIM4080	2.922,64 €			CELWIM4010	3.149,50 €			CELWIM4012	3.369,63 €			CELWIM4014	3.604,46 €
	4200	8	CELWIM4280	3.011,33 €			CELWIM4210	3.242,06 €			CELWIM4212	3.477,25 €			CELWIM4214	3.725,65 €
	4400	8	CELWIM4480	3.098,65 €			CELWIM4410	3.328,29 €			CELWIM4412	3.580,40 €			CELWIM4414	3.834,16 €
	4500	9	CELWIM4580	3.191,13 €			CELWIM4510	3.461,98 €			CELWIM4512	3.692,26 €			CELWIM4514	3.926,02 €
	4600	8	CELWIM4680	3.459,18 €			CELWIM4610	3.778,80 €			CELWIM4612	4.074,22 €			CELWIM4614	4.357,89 €
	4700	9	CELWIM4780	3.278,45 €			CELWIM4710	3.548,21 €			CELWIM4712	3.795,41 €			CELWIM4714	4.034,53 €
	4900	9	CELWIM4980	3.619,94 €			CELWIM4910	3.959,17 €			CELWIM4912	4.272,02 €			CELWIM4914	4.561,25 €
	5000	10	CELWIM5080	3.444,21 €			CELWIM5010	3.752,38 €			CELWIM5012	3.979,89 €			CELWIM5014	4.216,59 €
	5100	9	CELWIM5180	3.706,82 €			CELWIM5110	4.063,83 €			CELWIM5112	4.375,59 €			CELWIM5114	4.667,07 €
	5200	10	CELWIM5280	3.872,10 €			CELWIM5210	4.179,75 €			CELWIM5212	4.482,66 €			CELWIM5214	4.779,71 €
	5400	10	CELWIM5480	3.905,83 €			CELWIM5410	4.252,49 €			CELWIM5412	4.563,62 €			CELWIM5414	4.857,64 €
	5500	11	CELWIM5580	4.032,86 €			CELWIM5510	4.360,12 €			CELWIM5512	4.680,46 €			CELWIM5514	4.983,07 €
	5600	10	CELWIM5680	3.993,15 €			CELWIM5610	4.338,72 €			CELWIM5612	4.666,77 €			CELWIM5614	4.966,15 €
	5700	11	CELWIM5780	4.119,75 €			CELWIM5710	4.464,78 €			CELWIM5712	4.784,03 €			CELWIM5714	5.088,90 €
	5900	11	CELWIM5980	4.209,56 €			CELWIM5910	4.542,09 €			CELWIM5912	4.893,46 €			CELWIM5914	5.219,12 €
	6000	12	CELWIM6080	4.318,75 €			CELWIM6010	4.653,45 €			CELWIM6012	4.972,06 €			CELWIM6014	5.279,46 €
																
CAMPANA LOW INTEGRAL CENTRAL	ANCHO		FONDO 1400				FONDO 1800				FONDO 2200				FONDO 2500	
		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
	1200	4	CELWIC1214	1.808,41 €			CELWIC1218	1.863,59 €			CELWIC1222	2.241,32 €			CELWIC1225	2.323,58 €
	1500	6	CELWIC1514	2.126,35 €			CELWIC1518	2.221,24 €			CELWIC1522	2.650,28 €			CELWIC1525	2.746,90 €
	1700	6	CELWIC1714	2.248,45 €			CELWIC1718	2.382,58 €			CELWIC1722	2.821,36 €			CELWIC1725	2.923,51 €
	2000	8	CELWIC2014	2.633,58 €			CELWIC2018	2.753,50 €			CELWIC2022	3.205,47 €			CELWIC2025	3.327,75 €
	2200	8	CELWIC2214	2.706,38 €			CELWIC2218	2.828,96 €			CELWIC2222	3.316,13 €			CELWIC2225	3.440,22 €
	2400	8	CELWIC2414	3.299,90 €			CELWIC2418	3.491,58 €			CELWIC2422	4.030,21 €			CELWIC2425	4.184,16 €
	2500	10	CELWIC2514	3.046,60 €			CELWIC2518	3.244,14 €			CELWIC2522	3.716,70 €			CELWIC2525	3.877,42 €
	2700	10	CELWIC2714	3.632,61 €			CELWIC2718	3.866,28 €			CELWIC2722	4.465,46 €			CELWIC2725	4.637,97 €
	2900	10	CELWIC2914	3.761,52 €			CELWIC2918	4.039,71 €			CELWIC2922	4.655,86 €			CELWIC2925	4.834,77 €
	3000	12	CELWIC3014	3.935,78 €			CELWIC3018	4.206,88 €			CELWIC3022	4.848,13 €			CELWIC3025	5.030,79 €
	3200	12	CELWIC3214	4.064,69 €			CELWIC3218	4.380,31 €			CELWIC3222	5.038,53 €			CELWIC3225	5.227,60 €
	3400	12	CELWIC3414	4.179,99 €			CELWIC3418	4.529,55 €			CELWIC3422	5.190,28 €			CELWIC3425	5.384,02 €
	3500	14	CELWIC3514	4.459,30 €			CELWIC3518	4.766,27 €			CELWIC3522	5.443,73 €			CELWIC3525	5.666,15 €
	3600	12	CELWIC3614	4.791,40 €			CELWIC3618	5.119,56 €			CELWIC3622	5.819,11 €			CELWIC3625	6.044,75 €
	3700	14	CELWIC3714	4.574,61 €			CELWIC3718	4.923,92 €			CELWIC3722	5.595,48 €			CELWIC3725	5.822,57 €
	3900	14	CELWIC3914	4.732,51 €			CELWIC3918	5.149,56 €			CELWIC3922	5.951,33 €			CELWIC3925	6.205,62 €
	4000	16	CELWIC4014	4.950,24 €			CELWIC4018	5.271,40 €			CELWIC4022	5.958,51 €			CELWIC4025	6.192,51 €
	4200	16	CELWIC4214	5.024,35 €			CELWIC4218	5.352,91 €			CELWIC4222	6.073,53 €			CELWIC4225	6.303,39 €
	4400	16	CELWIC4414	5.095,84 €			CELWIC4418	5.422,32 €			CELWIC4422	6.179,82 €			CELWIC4425	6.417,44 €
	4500	18	CELWIC4514	5.377,96 €			CELWIC4518	5.783,13 €			CELWIC4522	6.503,92 €			CELWIC4525	6.799,35 €
	4600	16	CELWIC4614	5.693,06 €			CELWIC4618	6.186,68 €			CELWIC4622	7.024,79 €			CELWIC4625	7.295,28 €
	4700	18	CELWIC4714	5.449,45 €			CELWIC4718	5.852,54 €			CELWIC4722	6.610,21 €			CELWIC4725	6.913,40 €
	4900	18	CELWIC4914	5.996,23 €			CELWIC4918	6.527,29 €			CELWIC4922	7.407,45 €			CELWIC4925	7.688,11 €
	5000	20	CELWIC5014	5.776,29 €			CELWIC5018	6.252,69 €			CELWIC5022	6.980,96 €			CELWIC5025	7.291,84 €
	5100	18	CELWIC5114	6.111,53 €			CELWIC5118	6.676,52 €			CELWIC5122	7.559,21 €			CELWIC5125	7.844,53 €
	5200	20	CELWIC5214	6.472,79 €			CELWIC5218	6.943,58 €			CELWIC5222	7.814,10 €			CELWIC5225	8.138,08 €
	5400	20	CELWIC5414	6.487,16 €			CELWIC5418	7.032,42 €			CELWIC5422	7.922,24 €			CELWIC5425	8.214,46 €
	5500	22	CELWIC5514	6.775,97 €			CELWIC5518	7.284,18 €			CELWIC5522	8.196,77 €			CELWIC5525	8.530,90 €
	5600	20	CELWIC5614	6.558,65 €			CELWIC5618	7.101,82 €			CELWIC5622	8.028,53 €			CELWIC5625	8.328,51 €
	5700	22	CELWIC5714	6.891,27 €			CELWIC5718	7.433,41 €			CELWIC5722	8.348,52 €			CELWIC5725	8.687,32 €
	5900	22	CELWIC5914	6.922,87 €			CELWIC5918	7.441,13 €			CELWIC5922	8.422,44 €			CELWIC5925	8.754,25 €
	6000	24	CELWIC6014	7.266,90 €			CELWIC6018	7.789,31 €			CELWIC6022	8.711,56 €			CELWIC6025	9.057,26 €
																
CAMPANA LOW COMPENSADA MURAL	ANCHO		FONDO 800				FONDO 1000				FONDO 1200				FONDO 1400	
		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
	1200	2	CELWCM1280	1.409,15 €			CELWCM1210	1.515,53 €			CELWCM1212	1.670,37 €			CELWCM1214	1.885,59 €
	1500	3	CELWCM1580	1.635,11 €			CELWCM1510	1.767,50 €			CELWCM1512	1.955,93 €			CELWCM1514	2.211,09 €
	1700	3	CELWCM1780	1.770,96 €			CELWCM1710	1.929,03 €			CELWCM1712	2.123,84 €			CELWCM1714	2.377,12 €
	2000	4	CELWCM2080	2.044,28 €			CELWCM2010	2.193,06 €			CELWCM2012	2.396,50 €			CELWCM2014	2.662,79 €
	2200	4	CELWCM2280	2.141,64 €			CELWCM2210	2.292,16 €			CELWCM2212	2.518,65 €			CELWCM2214	2.800,54 €
	2400	4	CELWCM2480	2.655,28 €			CELWCM2410	2.854,06 €			CELWCM2412	3.129,98 €			CELWCM2414	3.437,96 €
	2500	5	CELWCM2580	2.379,07 €			CELWCM2510	2.578,66 €			CELWCM2512	2.795,58 €			CELWCM2514	3.072,40 €
	2700	5	CELWCM2780	2.890,91 €			CELWCM2710	3.117,20 €			CELWCM2712	3.432,75 €			CELWCM2714	3.807,31 €
	2900	5	CELWCM2980	3.031,21 €			CELWCM2910	3.286,65 €			CELWCM2912	3.613,31 €			CELWCM2914	3.978,02 €
	3000	6	CELWCM3080	3.107,21 €			CELWCM3010	3.358,00 €			CELWCM3012	3.701,10 €			CELWCM3014	4.088,96 €
	3200	6	CELWCM3280	3.247,51 €			CELWCM3210	3.527,45 €			CELWCM3212	3.881,66 €			CELWCM3214	4.259,67 €
	3400	6	CELWCM3480	3.378,90 €			CELWCM3410	3.681,06 €			CELWCM3412	4.036,92 €			CELWCM3414	4.421,04 €
	3500	7	CELWCM3580	3.527,05 €			CELWCM3510	3.801,33 €			CELWCM3512	4.168,13 €			CELWCM3514	4.563,11 €
	3600	6	CELWCM3680	3.901,41 €			CELWCM3610	4.192,59 €			CELWCM3612	4.589,58 €			CELWCM3614	4.990,33 €
	3700	7	CELWCM3780	3.658,44 €			CELWCM3710	3.954,93 €			CELWCM3712	4.323,39 €			CELWCM3714	4.724,47 €
	3900	7	CELWCM3980	3.811,52 €			CELWCM3910	4.157,87 €			CELWCM3912	4.606,08 €			CELWCM3914	5.091,02 €
	4000	8	CELWCM4080	3.925,55 €			CELWCM4010	4.209,12 €			CELWCM4012	4.582,25 €			CELWCM4014	4.992,37 €
	4200	8	CELWCM4280	4.023,76 €			CELWCM4210	4.312,18 €			CELWCM4212	4.707,25 €			CELWCM4214	5.138,43 €
	4400	8	CELWCM4480	4.120,27 €			CELWCM4410	4.407,32 €			CELWCM4412	4.826,53 €			CELWCM4414	5.267,88 €
	4500	9	CELWCM4580	4.269,96 €			CELWCM4510	4.608,53 €			CELWCM4512	5.003,71 €			CELWCM4514	5.422,27 €
	4600	8	CELWCM4680	4.639,15 €			CELWCM4610	5.038,68 €			CELWCM4612	5.526,39 €			CELWCM4614	6.021,94 €
	4700	9	CELWCM4780	4.382,02 €			CELWCM4710	4.703,67 €			CELWCM4712	5.122,99 €			CELWCM4714	5.551,72 €
	4900	9	CELWCM4980	4.855,45 €			CELWCM4910	5.279,48 €			CELWCM4912	5.794,74 €			CELWCM4914	6.303,59 €
	5000	10	CELWCM5080	4.595,11 €			CELWCM5010	4.980,33 €			CELWCM5012	5.380,40 €			CELWCM5014	5.811,58 €
	5100	9	CELWCM5180	4.986,84 €			CELWCM5110	5.433,09 €			CELWCM5112	5.950,00 €			CELWCM5114	6.464,95 €
	5200	10	CELWCM5280	5.192,02 €			CELWCM5210	5.576,58 €			CELWCM5212	6.085,53 €			CELWCM5214	6.611,04 €
	5400	10	CELWCM5480	5.253,95 €			CELWCM5410	5.687,28 €			CELWCM5412	6.208,86 €			CELWCM5414	6.732,85 €
	5500	11	CELWCM5580	5.408,31 €			CELWCM5510	5.817,39 €			CELWCM5512	6.353,87 €			CELWCM5514	6.892,69 €
	5600	10	CELWCM5680	5.350,45 €			CELWCM5610	5.782,41 €			CELWCM5612	6.328,14 €			CELWCM5614	6.862,30 €
	5700	11	CELWCM5780	5.539,70 €			CELWCM5710	5.971,00 €			CELWCM5712	6.509,13 €			CELWCM5714	7.054,05 €
	5900	11	CELWCM5980	5.603,89 €			CELWCM5910	6.019,54 €			CELWCM5912	6.601,02 €			CELWCM5914	7.176,49 €
	6000	12	CELWCM6080	5.806,81 €			CELWCM6010	6.225,18 €			CELWCM6012	6.767,99 €			CELWCM6014	7.321,95 €
																
CAMPANA LOW COMPENSADA CENTRAL	ANCHO		FONDO 1400				FONDO 1800				FONDO 2200				FONDO 2500	
		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
	1200	4	CELWCC1214	2.527,44 €			CELWCC1218	2.599,69 €			CELWCC1222	3.094,35 €			CELWCC1225	3.202,07 €
	1500	6	CELWCC1514	2.974,47 €			CELWCC1518	3.098,74 €			CELWCC1522	3.660,57 €			CELWCC1525	3.787,10 €
	1700	6	CELWCC1714	3.179,94 €			CELWCC1718	3.355,58 €			CELWCC1722	3.930,17 €			CELWCC1725	4.063,94 €
	2000	8	CELWCC2014	3.720,98 €			CELWCC2018	3.878,03 €			CELWCC2022	4.469,89 €			CELWCC2025	4.630,02 €
	2200	8	CELWCC2214	3.791,01 €			CELWCC2218	3.951,54 €			CELWCC2222	4.589,49 €			CELWCC2225	4.752,00 €
	2400	8	CELWCC2414	4.639,86 €			CELWCC2418	4.890,86 €			CELWCC2422	5.596,22 €			CELWCC2425	5.797,82 €
	2500	10	CELWCC2514	4.279,45 €			CELWCC2518	4.538,13 €			CELWCC2522	5.156,95 €			CELWCC2525	5.367,42 €
	2700	10	CELWCC2714	5.106,24 €			CELWCC2718	5.412,24 €			CELWCC2722	6.196,88 €			CELWCC2725	6.422,78 €
	2900	10	CELWCC2914	5.320,62 €			CELWCC2918	5.684,91 €			CELWCC2922	6.491,78 €			CELWCC2925	6.726,07 €
	3000	12	CELWCC3014	5.533,94 €			CELWCC3018	5.888,95 €			CELWCC3022	6.728,68 €			CELWCC3025	6.967,88 €
	3200	12	CELWCC3214	5.748,31 €			CELWCC3218	6.161,63 €			CELWCC3222	7.023,58 €			CELWCC3225	7.271,17 €
	3400	12	CELWCC3414	5.944,87 €			CELWCC3418	6.402,63 €			CELWCC3422	7.267,88 €			CELWCC3425	7.521,58 €
	3500	14	CELWCC3514	6.301,78 €			CELWCC3518	6.703,77 €			CELWCC3522	7.590,91 €			CELWCC3525	7.882,18 €
	3600	12	CELWCC3614	6.752,29 €			CELWCC3618	7.182,03 €			CELWCC3622	8.098,10 €			CELWCC3625	8.393,58 €
	3700	14	CELWCC3714	6.473,04 €			CELWCC3718	6.955,78 €			CELWCC3722	7.764,34 €			CELWCC3725	8.132,58 €
	3900	14	CELWCC3914	6.679,82 €			CELWCC3918	7.225,96 €			CELWCC3922	8.275,90 €			CELWCC3925	8.608,89 €
	4000	16	CELWCC4014	7.026,95 €			CELWCC4018	7.447,53 €			CELWCC4022	8.347,32 €			CELWCC4025	8.653,73 €
	4200	16	CELWCC4214	7.098,70 €			CELWCC4218	7.528,96 €			CELWCC4222	8.472,64 €			CELWCC4225	8.773,64 €
	4400	16	CELWCC4414	7.167,02 €			CELWCC4418	7.594,55 €			CELWCC4422	8.586,52 €			CELWCC4425	8.897,69 €
	4500	18	CELWCC4514	7.604,67 €			CELWCC4518	8.135,25 €			CELWCC4522	9.079,14 €			CELWCC4525	9.466,01 €
	4600	16	CELWCC4614	8.085,55 €			CELWCC4618	8.731,97 €			CELWCC4622	9.829,48 €			CELWCC4625	10.183,70 €
	4700	18	CELWCC4714	7.672,99 €			CELWCC4718	8.200,84 €			CELWCC4722	9.193,02 €			CELWCC4725	9.590,06 €
	4900	18	CELWCC4914	8.513,25 €			CELWCC4918	9.208,68 €			CELWCC4922	10.361,28 €			CELWCC4925	10.728,80 €
	5000	20	CELWCC5014	8.143,89 €			CELWCC5018	8.767,74 €			CELWCC5022	9.721,43 €			CELWCC5025	10.128,54 €
	5100	18	CELWCC5114	8.709,81 €			CELWCC5118	9.449,68 €			CELWCC5122	10.605,58 €			CELWCC5125	10.979,21 €
	5200	20	CELWCC5214	9.180,06 €			CELWCC5218	9.796,56 €			CELWCC5222	10.936,53 €			CELWCC5225	11.360,79 €
	5400	20	CELWCC5414	9.238,42 €			CELWCC5418	9.952,44 €			CELWCC5422	11.117,69 €			CELWCC5425	11.500,36 €
	5500	22	CELWCC5514	9.607,76 €			CELWCC5518	10.273,27 €			CELWCC5522	11.468,33 €			CELWCC5525	11.905,89 €
	5600	20	CELWCC5614	9.306,73 €			CELWCC5618	10.018,03 €			CELWCC5622	11.231,57 €			CELWCC5625	11.624,41 €
	5700	22	CELWCC5714	9.804,32 €			CELWCC5718	10.514,27 €			CELWCC5722	11.712,63 €			CELWCC5725	12.156,29 €
	5900	22	CELWCC5914	9.749,54 €			CELWCC5918	10.428,21 €			CELWCC5922	11.713,25 €			CELWCC5925	12.147,77 €
	6000	24	CELWCC6014	10.332,93 €			CELWCC6018	11.017,03 €			CELWCC6022	12.224,74 €			CELWCC6025	12.677,45 €
																
CAMPANA LOW MONOBLOCK MURAL	ANCHO		FONDO 800				FONDO 1000				FONDO 1200				FONDO 1400	
MOTOR		N.º FILTROS	REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO			REFERENCIA	PRECIO
9/9 1/3 cv 	1000	2	CELWMM9131080	1.336,18 €			CELWMM9131010	1.403,97 €			CELWMM9131012	1.507,46 €			CELWMM9131014	1.660,59 €
9/9 1/3 cv 	1200	2	CELWMM9131280	1.418,20 €			CELWMM9131210	1.495,56 €			CELWMM9131212	1.608,17 €			CELWMM9131214	1.764,69 €
9/9 1/2 cv 	1200	2	CELWMM9121280	1.432,20 €			CELWMM9121210	1.509,56 €			CELWMM9121212	1.622,17 €			CELWMM9121214	1.778,69 €
9/9 1/3 cv 	1500	3	CELWMM9131580	1.542,81 €			CELWMM9131510	1.639,09 €			CELWMM9131512	1.776,13 €			CELWMM9131514	1.961,70 €
